MolName,Density,SMILES
QEZWAU,1.1351,COC(=O)CC1(CNC(=O)C2(NC(=O)OC(C)(C)C)CCCCC2)CCCCC1
QEZWEY,1.1945,CC(C)(C)OC(=O)NC1(C(=O)NCC2(CC(=O)O)CCCCC2)CCCCC1
QEZWIC,1.178,COC(=O)C(C)NC(=O)C(C)(C)NC(=O)CC1(CNC(=O)C(C)(C)NC(=O)C(C)NC(=O)OC(C)(C)C)CCCCC1
QEZWOI,1.1436,COC(=O)C(C)(C)NC(=O)CC1(CNC(=O)C(C)(C)NC(=O)CC2(CNC(=O)OC(C)(C)C)CCCCC2)CCCCC1
QEZWUO,1.1511,CC(C)(C)OC(=O)NCC1(CC(=O)NC(C)(C)C(=O)O)CCCCC1
QEZXOJ,1.0869,COC(=O)C(NC(=O)CC1(CNC(=O)CC(CC(C)C)NC(=O)OC(C)(C)C)CCCCC1)C(C)C
QEZXUP,1.177,COC(=O)C(Cc1ccccc1)NC(=O)CC1(CNC(=O)CC(Cc2ccccc2)NC(=O)OC(C)(C)C)CCCCC1
QEZYAW,1.1075,COC(=O)C(CC(C)C)NC(=O)CC(Cc1ccccc1)NC(=O)CC1(CNC(=O)OC(C)(C)C)CCCCC1
QEZZIH,1.2013,CC(=O)N(/N=C/c1ccccc1)C(/C=C/c1ccccc1)c1ccccc1
QIBBUZ,1.2848,COc1ccc(N2C(=O)C(OC)C2C2OCC3OC(C)(C)OC32)cc1
QIBCAG,1.324,CC(=O)OC1COC2C(OC3C(=O)N(c4ccccc4)C3c3ccccc3)COC12
QIBCEK,1.388,O=c1[nH]ncc2c1ccc1ccccc12
QIBCIO,1.4635,O=c1[nH]ncc2ccc3ccccc3c12
QIBDEN,1.2384,COc1cc2ccc(-c3c(N(C)C)cc(-c4ccccc4)c4ccccc34)cc2c2ccccc12
QIBDOX,1.3445,COc1ccc(C2=NC(c3ccccc3)(C(C)C(=O)c3nccn3-c3ccccc3)C(=O)O2)cc1
QIBGIS,1.279,COc1ccc2c(c1)CCC1=C2c2ccc3c(C)cc(C)cc3c2O/C1=C\C#N
QIBHAK,1.2525,C1=N/CCC/N=C/c2ccccc2OCCCCOc2ccccc2/1
QIBHOY,1.1607,CCCCCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1
QIBJEQ,1.4028,CCCC(=O)Oc1ccc([N+](=O)[O-])ccc1=O
QIBJIU,1.3034,CCOC(=O)c1ccc(N2N=C3C=CC(=O)C(=O)C=C3C2(C)C)cc1
QIBLOC07,1.2384,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccccc1
QIBMUJ,1.2657,O=c1ccccc2c3c([nH]c12)CCCC3
QIBNAR,1.2914,c1ccc(C2=NO[C@@H]3[C@H]2C(=C2[C@H]4C[C@@H]5C[C@@H](C[C@H]2C5)C4)[C@@H]2ON=C(c4ccccc4)[C@@H]23)cc1
QIBPIB,1.1737,COC(=O)c1ccc(/C(C)=C(\C#N)C(C)(C)C)cc1
QIBPOH,1.2563,COC(=O)C1CCCN1C(=O)N1CCCc2ccccc21
QIBVEF,1.2263,CC1CC(c2ccccc2)N(OCc2ccccc2)C1=O
QICBAF,1.1709,Cc1cc(C)c(C(C)N2C=CC(=O)CC2c2ccccc2)c(C)c1
QICJOB,1.2323,CC1CN(C(=O)OC(C)(C)C)C(N2C(=O)c3ccccc3C2=O)C2OC(C)(C)OC12
QICMOE,1.3764,CC1(C)OC2OC(COC(=O)c3ccccc3)C(O)(c3noc(-c4ccccc4)n3)C2O1
QICMUK,1.3219,CC1(C)OC2OC(CO)C(O)(c3noc(-c4ccccc4)n3)C2O1
QICQIF,1.2883,CC(=O)Cc1cc(C)cc2cc(C)n3c4ccccc4nc3c12
QICQUO,1.2784,O=c1cccc2n1CC1CCCN3CCCC2(O)C13
QICRAV,1.3233,O=C1C=CC(O)C2C3CCCN4CCCC(CN12)C34
QICREZ,1.2669,O=c1cccc2n1CC1CCCN3CCCC2C13
QICTUU,1.3947,O=C1CCC(=O)n2c1cc1ccccc12
QICVAZ01,1.5695,N#C/C(=N\O)C(N)=O
QICWOO,1.3994,O=C1NC(=O)C2c3ccccc3CC12
QICXAB,1.2394,CN(C)C(=O)C1c2ccccc2CC1C(=O)O
QICXEF,1.2475,CN(C)C(=O)C1CC(C(N)=O)Cc2ccccc21
QICXIJ,1.287,COC(=O)N1c2ccccc2C2(C(C)(C)C)C(C#N)C(=O)OC12
QICXOP,1.4083,COC(=O)C1C(=O)OC2N(C(=O)OC)c3ccccc3C12C
QIDFUE,1.1143,CC(C)(C)OC(=O)CN(CC(=O)OC(C)(C)C)C1CCCCC1N(CC(=O)OC(C)(C)C)C1CCCCC1N(CC(=O)OC(C)(C)C)CC(=O)OC(C)(C)C
QIDLOH,1.2907,O=C(CC1OCCC12C(=O)Nc1ccccc12)c1ccccc1
QIFCOX,1.2202,CC1CCC2=C(C1)[N+](=O)[N+](=O)C2(C)C
QIFDOZ,1.4926,O=Cc1nc2ccccc2n1-n1c(C=O)nc2ccccc21
QIFFAN,1.2581,CCOc1nc2ccccc2cc1/C=C/C(=O)c1cc(C)ccc1O
QIFHUI,1.1021,CC(C)(C)c1cc(-c2cncnc2)cc(C(C)(C)C)c1O
QIFJAR,1.2858,O=C(OC1CCCCC1O)c1ccc[nH]1
QIFKEX,1.1661,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
QIFNUR,1.0711,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O
QIFPON,1.9196,Nc1c([N+](=O)[O-])c2[n+](c3c1[N+](=O)ON=3)=NN=N2
QIGFIY,1.2317,CCOC(=O)C1=C(C(=O)OCC)N(c2cccc(C)c2)C(C(=O)c2ccccc2)C1c1ccccc1
QIGFOB,1.3753,N#Cc1cccc2c1Oc1ccccc1O2
QIGGAR,1.0698,OCCc1c(C2c3c([nH]c4ccccc34)C(c3ccccc3)(c3ccccc3)C2c2ccccc2)[nH]c2ccccc12
QIGGUI,1.2393,O=C(/C=C1\NC2CCCCC2N\C1=C/C(=O)c1ccccc1)c1ccccc1
QIGHAS,1.1286,Cc1ccc(C2CC(c3ccc(C)cc3)C3(C(=O)Nc4ccccc43)c3c2c2ccccc2n3C)cc1
QIGPUU,1.2301,CO/N=C(/CNC(=O)c1ccc(C)cc1)c1ccccc1
QIGQAB,1.2942,CO/N=C(/CNC(=O)c1ccccc1)c1ccccc1
QIGVAD,1.3934,CN1C(=O)CC(=O)N(C)C1=O
QIHDEQ,1.2351,COC12C3CC(C#N)(c4ccccc4C3(C#N)C1(C)C)C2(C)C
QIHDIU,1.2197,CC1(C)C(=O)C(C)(C)C2(C#N)CC1C(C#N)c1ccccc12
QIHDOA,1.2358,COC12CC3(C#N)c4ccccc4C(C#N)(CC31)C2(C)C
QIHDUG,1.251,COC12CC3CC(C#N)(c4ccccc4C31C#N)C2(C)C
QIHFAO,1.2507,COC1(OC)CC2(C#N)CC(C(C#N)c3ccccc32)C1(C)C
QIHFES,1.2123,COC1(OC)CC2CC(C#N)(c3ccccc3C2C#N)C1(C)C
QIHHAQ,1.3362,CN1C(=O)C2ON(C)C(c3ccccc3)C2C1=O
QIHHEU,1.2993,COC(=O)CC1CN(Cc2ccccc2)c2nc(OC)nc(OC)c2C2(C)C(C(=O)OC)=CON12
QIHKUQ,1.1771,CC(C)(C)OC(=O)C(C#N)(c1ccccc1)N(O)c1ccccn1
QIHNEA,1.236,CN1CCC2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)C12
QIHNIE,1.2437,CC(O)C1OC(c2ccccc2)=CN(C(c2ccccc2)c2ccccc2)C1=O
QIHNOK,1.1764,CC1OC(C(C)(C)C)=CN(C(c2ccccc2)c2ccccc2)C(=O)C1O
QIHPUS,1.4833,O=C1C(=O)C(=[n+]2ccc(=C([O-])c3ccccc3)cc2)C1=O
QIHREE,1.2757,CC1(C)OC2C(O)C3C(CON3Cc3ccccc3)C2O1
QIHRUU,1.3801,OC1C(O)C2CON(c3ccccc3)C2C1O
QIJDAO,1.4484,O=[N+]([O-])N1CCc2ccccc21
QIJDIW,1.283,CONC1C(COC(=O)c2ccccc2)OC(OC)C(OC(=O)c2ccccc2)C1OC(=O)c1ccccc1
QIJDOF,1.2561,O=C(c1ccc2ccccc2n1)N1C2C=CC=CC=C2OC2CCCCC21
QIJMOL,1.3117,N#[N+][N-]C1C2OCC(O2)C(OC(=O)c2ccccc2)C1OCc1ccccc1
QIJMUR,1.383,N#[N+][N-]C1C(OC(=O)c2ccccc2)OC2COC(c3ccccc3)OC2C1O
QIJNAY,1.3117,[N-]=[N+]=NC1C(OC(=O)c2ccccc2)OC(CO)C(OCc2ccccc2)C1OCc1ccccc1
QIJXUC,1.3458,Cc1c(C(=O)O)ccc2[nH]c3ccccc3c12
QIJYEN,1.522,O=C([O-])C[NH2+]C(CO)(CO)CO
QIKCUI,1.2811,CCC(=O)NO
QIKDAP,1.5505,Nc1ccc([N+](=O)[O-])c(N)c1
QIKDET,1.5995,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
QIKDOD,1.5498,O=[N+]([O-])c1ccc(N/N=C(/CN2CCOCC2)Cn2cnc([N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1
QIKDUJ,1.47,O=[N+]([O-])c1ccc(N/N=C(/CN2CCOCC2)Cn2cnc(N3CCOCC3)c2[N+](=O)[O-])c([N+](=O)[O-])c1
QIKFEV,1.3283,[NH2+]=C1C=CC(=N[N+](=O)c2ccccc2)C=C1
QIKFIZ,1.3312,Nc1ccc([N+](=O)[N-]c2ccccc2)cc1
QIKHIB,1.1783,CC(C)(C)OC(=O)NC(C)(C)C(=O)OCc1ccccc1
QIKKAY,1.3571,CC(NC(=O)OC1(C)CCCC1C#CCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)c1ccccc1
QIKLIH,1.2591,COc1ccc(N2C(c3ccccc3)OC(C(C)=O)(C(C)=O)C2c2ccc(C#N)cc2)cc1
QIKWEO,1.2857,CC1=CC(=O)/C(=C2/CC(/C=C/c3ccccc3)Nc3ccccc3N2)C(=O)O1
QIKWIS,1.4328,CC1=CC(=O)/C(=C2/CC(c3ccccc3O)Nc3ccccc3N2)C(=O)O1
QIKXEP,1.4351,O=C(C1=CON2C(=O)c3ccccc3C12O)c1ccccc1
QILGAW,1.3063,COc1cccc(/C=N/c2cc(-c3ccccc3)nn2C)c1O
QILKUT01,1.2822,O=C(c1ccccc1)c1nnn(Cc2ccccc2)c1-c1ccccc1
QILMAC,1.2107,Cc1ccc(/N=c2\oc(-c3ccccc3)cn2-c2ccc(C)cc2)cc1
QILSUC,1.3424,O=[N+]([O-])c1ccc(C2=NOC(CN3c4ccccc4C=Cc4ccccc43)C2)cc1
QILVIS,1.3256,CN1C(=O)C2(COC3=C(C2)C(=O)CCC3)c2cc(C#N)ccc21
QILVOY,1.344,COc1ccc2c(c1)N(C)C1C34OC56C(CCC(=O)N5CCC216)C3CCN(C)C4=O
QILYUI,1.3419,CCOC(=O)NN(C(=O)OCC)c1ccc(NC(C)=O)c2ncccc12
QILZAO,1.3341,COc1ccc2nc(-c3ccccc3)cnc2c1
QIMBUL,1.1844,CC(C)(C)n1c(-c2ccccc2O)nc2ccccc21
QIMCAS,1.2693,Cn1c(-c2ccccc2O)nc2ccccc21
QIMDEV,1.4505,COc1cccc2c1oc(=O)c1c(O)cc(C)nc12
QIMFIE,1.2538,Cc1ccc(O)c(N/C=C2/C=C(c3ccccc3)C=CC2=O)c1
QIMFUN,1.4417,N#Cc1ccc(O)c(=O)cc1
QIMGAU,1.6156,O=c1ccc([N+](=O)[O-])ccc1O
QIMGIC,1.4099,CC(=O)C1=C(C)OC(N)=C(C#N)C1c1cccc([N+](=O)[O-])c1
QIMGOI,1.3736,CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1cccc([N+](=O)[O-])c1
QIMGUQ,1.1562,C#CCCC1(C)C(=O)CCC2C1CCC1(C)C2CCC1(O)Cc1ccccn1
QIMHID,1.7004,N#[N+]/N=C(/N)[N-][N+](=O)[O-]
QIMKIG06,1.2377,[NH3+]CC1(CC(=O)[O-])CCCCC1
QIMLIH,1.3301,CC(=O)NC1C(ON2C(=O)CCC2=O)OC(COC(C)=O)C(OC(C)=O)C1OC(C)=O
QIMNIM,1.3485,COC1=CC(=O)/C(=C\Nc2ccc(/C(C)=N/O)cc2)C=C1
QIMNOS,1.2266,CCO/N=C(\C)c1ccc(/N=C/c2cc(C)ccc2O)cc1
QIMNUY,1.312,COc1cccc(/C=N/c2ccc(/C(C)=N/O)cc2)c1O
QIMPEK,1.4161,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
QIMPUA,1.4181,COc1cc(C2C(C#N)=C(N)Oc3cc(C)oc(=O)c32)cc(OC)c1OC
QIMQAH,1.4044,O=C1c2ccccc2C(=O)N1CNc1ccccn1
QIMQEL,1.3719,Cc1cccnc1NCN1C(=O)c2ccccc2C1=O
QIMQIP,1.3731,Cc1ccnc(NCN2C(=O)c3ccccc3C2=O)c1
QIMQOV,1.3695,Cc1ccc(NCN2C(=O)c3ccccc3C2=O)nc1
QIMQUB,1.3433,Cc1cccc(NCN2C(=O)c3ccccc3C2=O)n1
QIMRAI,1.3901,COc1ccc(NCN2C(=O)c3ccccc3C2=O)cn1
QIMSIR,1.3865,CCOC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccccc1OC
QIMVAM,1.3435,CCOC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccc(OC)c(O)c1
QIMVEQ,1.2668,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1cccc(C#N)c1
QIMVIU,1.3464,CCOC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccc(C)c(C)c1
QIMVOA,1.1706,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(C)c(C)c1
QIMXEP,1.1472,CC(C)(C)OC(=O)NC1CCC2CCCC(C(=O)OC(C)(C)C)N2C1=O
QIMYUG,1.2697,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4nnc(C)o4)cc3C)cc2)cc1N1CCN(C)CC1
QINBEU,1.6132,O=C1NC(C2COC(=O)N2)CO1
QINFOL,1.3054,COc1cc(-c2ccco2)cc(-c2nnn(Cc3ccccc3)c2C)n1
QINKOQ,1.3214,COC(=O)c1cc(C)ccc1NC(=O)c1ccccn1
QINKUW,1.352,COC(=O)c1ccc(NC(=O)c2ccccn2)c(C)c1
QINLAD,1.3462,COC(=O)c1ccc(C)c(NC(=O)c2ccccn2)c1
QINMEF,1.2264,CC1(c2ccccc2)OCC2CC(Cc3ccccc3)C(=O)N21
QINPUB,1.0763,C=CC1(C)C=C(C)C2C3C(Oc4ccc(cc4)CC45NC(=O)/C(=C(/O)C31)C4C1C(=O)C(C)=C3C(C)C(C)OC3(O)C1(O)O5)C1C(C)CC(C)CC21C
QINRAJ,1.3862,COC(=O)Cc1cc2c(cc1/C=C1\N=C(OC)c3c1ccc(OC)c3OC)OCO2
QINSOY,1.198,Cc1ccc(Nc2nc3c(c4cc(C)ccc24)C(=O)CCC3)cc1
QINVIU,1.4212,O=Cc1cccc(N/N=C2\C(=O)C=Cc3ccccc32)c1
QINVOA,1.2431,COc1cc(OC)cc(-n2c(-c3ccccc3)nc(C)c2C)c1
QINVOB,1.2818,c1ccc(Cn2nnc3c2-c2c(nnn2Cc2ccccc2)COCCCOC3)cc1
QINWES,1.23,CC1(C)OC2COC3(C(OC(=O)c4ccccc4)C(=O)NC4CCCCC4)OC(C)(C)OC3C2O1
QINXAO,1.3211,COC(=O)c1[nH]c2ccccc2c1C(c1ccccc1)c1c(C(=O)OC)[nH]c2ccccc12
QINXIW,1.3415,O=C(O)c1cccnc1C(=O)NCc1ccccc1
QINYAP,1.1947,CCOC(=O)NC(c1ccccc1)C(C(C)=O)C(C)=O
QINYIY,1.2207,Cc1cccc(-c2nc3ccccc3nc2-c2cc(O)c3ccccc3c2)c1
QIPDUO,1.3073,CNC(=O)CCNC(=O)C1CCCN(C(=O)C2CCCN(C(=O)CCNC(C)=O)C2)C1
QIPFAY,1.2239,CC(=O)CCCC(=O)Nc1ccc(NNC(=O)OC(C)(C)C)nc1
QIPFIG,1.4283,Cc1cc(O)cc(=O)[nH]1
QIPFOM,1.478,O=C1OC2C3OC(=O)c4ccccc4N3CCN2c2ccccc21
QIPHII,1.4032,C#CCOC1C(CO)OC([N-][N+]#N)C(O)C1O
QIPJEG,1.2683,COC(=O)C1CCCN1C(=O)c1ccccc1NC(=O)c1ccccc1
QIPJIK,1.2495,COC(=O)C1CCCN1C(=O)c1ccccc1NC(=O)OCC(C)C
QIPKAD,1.216,COC(=O)C1CCCN1C(=O)c1ccccc1NC(=O)OC(C)(C)C
QIPNAH,1.2875,O=C(c1ccccc1)C1C(Cc2ccccc2)=C(O)C(=O)N1c1ccccc1
QIPNIM,1.4244,CCOC(=O)CNC1=CC(=O)C(NCC(=O)OCC)=CC1=O
QIPPUC,1.2285,CNC(=O)C1CCCN1C(=O)c1ccccc1NC(=O)C1CCCN1C(=O)OC(C)(C)C
QIPQAJ,1.2391,CC(C)(C)OC(=O)Nc1ccccc1C(=O)N1CCCC1C(=O)OCc1ccccc1
QIPQIP,1.2519,Cc1ccc(C2=NN3C(C#N)(C#N)C(=O)N(c4ccccc4)C3(c3ccc(C)cc3)C3C2C3(C)C)cc1
QIPSOZ,1.2038,CC(=O)C1C(c2ccccc2)N=C(c2ccccc2)C1c1ccccc1
QIPZEW,1.2721,CCOC(=O)/C(=C\c1ccccc1)N1C=CC=CC1=C(C#N)C#N
QIQBID,1.3433,CC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(-c2ccccc2[N+](=O)[O-])o1
QIQFUU,1.408,Cc1cnc(C(=O)NN)cn1
QIQGII,1.2864,O=C(O)CC1(CNC(=O)c2cnccn2)CCCCC1
QIQJEH,1.2966,Oc1ccccc1C1=NN=C(c2ccccc2O)CC(c2ccccc2)C1
QIQLIO,1.2156,COc1ccc(NC2CC3CCC(C2)N3Cc2ccccc2)cc1
QIQLOU,1.185,CC(=O)N(c1ccc(C)cc1)C1CC2CCC(C1)N2CCN1CCOCC1
QIQMUY,1.292,COc1ccc2nccc(C(O)C3CC4CCN3CC4C(O)CO)c2c1
QIQSAM,1.335,Cc1ccc(-c2nnc(-c3ccc(C)c(-c4cccnc4)c3)o2)cc1-c1cccnc1
QIQWES,1.2568,Cn1ccnc1CN(CCN(CCO)Cc1ccccc1O)Cc1ccccc1O
QIQWOE,1.0715,CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OC1(N)Oc3c(cc(C(C)(C)C)cc3C(C)(C)C)CC1(C#N)C2
QIQYOE,1.4572,CC1C(=O)NC(=O)N(C)C1C(=O)O
QIRBOL,1.3144,COc1ccc(C#C/C=C2/C(=O)Nc3ccccc32)cc1
QIRCEC,1.2399,O=C1Nc2ccccc2/C1=C(\C#Cc1ccccc1)c1ccccc1
QIRCID,1.24,CC1(C)[N+](=O)C(c2cccc3ccccc23)=[N+]([O-])C1(C)C
QIRCOJ,1.2508,CC1(C)[N+](=O)C(c2ccc3ccccc3c2)=[N+]([O-])C1(C)C
QIRCUP,1.2402,CC1(C)[N+](=O)C(=C2C=Cc3ccccc3[N-]2)[N+](=O)C1(C)C
QIRDAW,1.2889,CC1(C)[N+](=O)C(=C2C=C[N-]c3ccccc32)[N+](=O)C1(C)C
QIRDAY,1.3128,COC(=O)C1C(C#N)=C(C)NC(C)=C1C(C)=O
QIRDIG,1.2417,COC(=O)C1(C)C(C#N)=C(C)N(C)C(C)=C1C(C)=O
QIRDUS,1.2426,COC(=O)C1C(C#N)=C(C)N(C)C(C)=C1C(C)=O
QIRFOM,1.1869,COC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)(C)NC(=O)OC(C)(C)C
QIRHEE,1.1474,CCOC(=O)Cc1ccc2c3nc(cc4[nH]c(cc5nc(cc6[nH]c2c(CC)c6CC)C(CC)=C5CC)c(CC)c4CC)C(CC)(CC)c13
QIRJEG,1.2155,CC(C)(C)NC(=O)Nc1ncccn1
QIRNAI,1.2532,COC(=O)c1cc(N(C(=O)OC(C)(C)C)c2ccccc2)n(-c2ccccc2)n1
QIRPAL,1.5062,Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1C
QIRPIT,1.2692,CCOC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)C1c1cccc(C#N)c1
QIRPOZ,1.2138,C=CC1(C)CC(OC(=O)CN2CCC(O)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O
QIRQAM,1.3623,CCOC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cccc(OC)c1
QIRQOZ,1.4337,CC(=O)c1nnn(-c2ccc([N+](=O)[O-])cc2)c1C
QIRRIU,1.2974,COc1ccc(C(=O)C2C3=C(CC(C)(C)CC3=O)Nc3n[nH]c(-c4ccccc4)c32)cc1
QIRRIV,1.3338,COC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1cccc(OC)c1
QIRSER,1.3267,COC(=O)C1=C2C(=O)OC3(C)Oc4cc(C)ccc4C23CCN1C
QIRVIZ,1.2699,Cc1ccc(-c2cccc(C)c2C(=O)/[NH+]=C2\C=CC=C[N+]2=O)cc1
QISBOM,1.2572,CCOC(=O)C1=C(N)Oc2cc(C)oc(=O)c2C1c1ccc(C)c(C)c1
QISCON,1.4328,O=C(O)Cc1ccc(-n2cnnc2)cc1
QISDUR,1.2868,COC(=O)C1=C(C(=O)OC)C2(c3ccccc3-c3ccccc32)C2C=C(/C=C/c3ccccc3)c3ccccc3N12
QISLEK,1.2701,COc1ccc(CN2CCC(C(=O)C3(c4ccccc4)CCN(Cc4ccc(OC)cc4)C3=O)(c3ccccc3)C2=O)cc1
QISLUB,1.3018,Cc1ccc(N2CCOCC2)c(N2CCCC2=O)c1
QISNUB,1.3141,COCOCC1C=CC23CCCCC2CCC(=O)N3O1
QISPAJ,1.2876,O=C1CCC2CCCCC23CCC(CO)ON13
QISRIW,1.2665,CC1(C)CC(C)(O)n2ncnc2N1
QISROC,1.1998,CC(=O)CC(C)(C)n1cnc(N)n1
QISRUI,1.3244,CC(=O)OC1CC(c2ccccc2)N(C(C)=O)c2ncnn21
QISSET,1.2983,O=C(CC1CC(c2ccccc2)n2ncnc2N1)c1ccccc1
QISXOG,1.1068,CCOC(=O)N1CCC(/N=C/c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)CC1
QITGOQ,1.354,CC(C)C(=O)N1C(=O)c2ccccc2C1O
QITJAG,1.3422,CC(=O)C1=C(c2ccccc2)ON2C(=O)c3ccccc3C12O
QITJOT,1.2769,CC1=C(C(=O)Nc2ccccc2)C(=O)C(C)(C(=O)Nc2ccccc2)N1Cc1ccccc1
QITKAG,1.3077,CCOC(=O)NC1(c2ccccc2)CC(c2cccc([N+](=O)[O-])c2)=NN1C(=O)OCC
QIVDEF,1.2964,Oc1ccccc1/N=C/c1cccc(/C=N/c2ccccc2O)c1
QIVGAE,1.4642,O=c1[nH]c2c(c(=O)[nH]1)COCCC2
QIVJIO,1.2083,CC(C)(C)c1ccccc1N1C(=O)C2CC3(C)OC3(C)CC2C1=O
QIVPIX,1.2419,O=C(OC1CCCC1)C1(O)CC(c2ccccc2)C=C(c2ccccc2)C12C(=O)N(c1ccccc1)N=C2c1ccccc1
QIVQIY,1.2247,OC1CN2CCC1CC2
QIVSIY,1.1414,c1cc2ccc1CNCCOCCNCc1ccc(cc1)CNCCOCCNC2
QIWBAC,1.1656,CC(C)(C)OC(=O)NCC1(CC(=O)NC(C)(C)C(=O)O)CCCC1
QIWCIJ,1.173,COc1ccc(C2C(O)CN2C(C)c2ccccc2)cc1
QIWKUF,1.2965,O=C(N/N=C/c1cc2ccccc2c2ccccc12)c1ccccc1O
QIWLEQ,1.3747,O=C(N/N=C/c1ccc2ccc3cccc4ccc1c2c34)c1ccccc1O
QIWLIU,1.3451,CCOC(=O)C1N(c2ccc(OC)cc2)N=C(C(C)=O)C1(C)O
QIWMIU,1.2318,COC(=O)CC1CN(C2CCCCC2)C(=O)O1
QIWTUL,1.1953,OC(Cc1ccncc1)c1ccccc1
QIWVOH,1.3433,COc1ccc(-n2c(-c3ccncc3)nnc2-c2ccncc2)cc1
QIWXOJ,1.2216,CCON(CC)C12c3ccccc3C(c3ccccc31)c1ccccc12
QIXCUW,1.3433,O=C(c1ccccc1)c1nc2ccccc2n(CCOCCOCCn2c(=O)c(C(=O)c3ccccc3)nc3ccccc32)c1=O
QIXHAG,1.171,CNC(=O)CCNC(=O)C(C)(C)NC(=O)CCNC(=O)OC(C)(C)C
QIXLEO,1.1573,COC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)OCc1ccccc1)C(C)OC(C)(C)C
QIXMIU,1.3701,COc1ccc(C(=O)N/N=C/c2ccccc2O)cc1
QIXMOA,1.3668,COc1ccc(C(=O)N/N=C/c2c(O)ccc3ccccc23)cc1
QIXNAN,1.2372,Cc1cccc(C(=O)Nc2ccccc2)c1
QIXSAS,1.612,N/N=C/c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
QIXXAY,1.4704,CN1CC2(OC34OC5(OC13C(=O)c1ccccc14)C(=O)c1ccccc1C5=O)C(=O)c1ccccc1C2=O
QIXYOL,1.574,O=c1ccn(C2OCC(O)C2O)c(=O)[nH]1
QIXYUT,1.3852,COC(=O)C(Cc1c[nH]cn1)N/C=C1/C=CC(O)=CC1=O
QIXZAA,1.295,COC(=O)C(Cc1ccc(O)cc1)N/C=C1/C=CC(O)=CC1=O
QIYDIO,1.268,C=C1CC2(CC)C(=Nc3ccccc32)CC1(C(=O)OC)C(=O)OC
QIYGAJ,1.2585,CCCC(=O)N/N=C/c1c(O)ccc2ccccc12
QIYGEN,1.222,CCCCCC(=O)N/N=C/c1c(O)ccc2ccccc12
QIYHEO01,1.3557,O=C(N/N=C/c1c(O)ccc2ccccc12)C(O)c1ccccc1
QIYHUD,1.3462,COC(=O)C1=C(C)C(=NOC(C)=O)C(C)=C(C(=O)OC)C1=O
QIYJAL,1.2717,CCOC(=O)C1=C(C)C(=NOC(C)=O)C(C)=C(C(=O)OCC)C1=O
QIYJIR,1.3765,N#C/C=C1\CCCC1OC(=O)c1ccc([N+](=O)[O-])cc1
QIYKUG,1.3208,CC1=NN(C(=O)c2ccncc2)C(C)(O)C1
QIYNAQ,1.3936,CCOC(=O)C1=C(N)Oc2cc(C)oc(=O)c2C1c1ccc(O)c(OC)c1
QIYPOF,1.4465,O=c1oc2ccccc2c2c3c4n(c(=O)c12)CCCN4CCCC3
QIYTOK,1.2517,COc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)nc2-c2ccc(OC)cc2)cc1
QIYTUQ,1.2433,COc1ccc(/C=N/C23CC4CC(CC(C4)C2)C3)c(O)c1
QIYWAZ,1.2821,CCC(=O)N1N=C(c2ccc(O)cc2)CC1c1c2ccccc2cc2ccccc12
QIYWED,1.5677,O=[N+]([O-])c1cc2ccccc2[n+]([O-])c1
QIYYAB,1.368,C/C(=N\NC(=O)CC#N)c1cc2ccccc2o1
